n,t_mean,t_stdev,t_Q0,t_Q1,t_Q2,t_Q3,t_Q4
3,25011.5,10670.5,11631,15114.5,20258,34187,59870
4,41894.7,11185.9,26556,33564.2,36661,51066.5,69509
5,79987.4,17085.4,52970,62006.8,81487,91382.2,118296
6,137422,27926.7,109424,114538,124252,161101,197971
7,272153,53293.3,231415,235282,250439,290488,486181
8,552980,162423,421619,448597,494322,623164,1.51094e+06
9,1.07342e+06,192252,843755,930538,976152,1.14207e+06,1.64855e+06
